1,4078
2,40058
4,623
5,6321
6,9168
7,432
8,4284
9,813
10,1061
11,626
12,1247
13,8816
14,6643
15,218
16,25467
17,45604
18,9636
19,11141
20,4291
21,2553
22,2999
23,371
24,124
25,370
26,2760
27,2451
28,511
29,2578
30,987
31,2759
32,43
33,16
34,39
35,33
36,41
37,86
38,27
39,18
40,15
41,3
42,60
43,82
44,24
46,23826
47,44
48,105
49,533
50,167
51,79
52,42
53,127
55,190
56,162
57,1041
58,2976
59,11
60,2481
61,58
68,583
69,10734
70,159
71,1083
72,195
74,6195
75,10625
76,1050
77,941
78,294
79,26
80,660
81,22220
82,720
83,131
84,418
85,602
86,197
87,713
88,1002
90,506
91,6808
92,148
93,281
94,452
95,2282
97,301
98,368
100,409
101,2410
102,23777
103,38204
105,36
106,1091
107,853
108,1003
109,114
111,31614
112,255
113,12
114,336
115,4772
116,683
117,13
119,279
120,610
121,383
122,419
123,338
124,21532
125,2844
126,2784
127,4
128,23
138,15817
141,512
142,984
143,873
144,29
145,1132
146,180
147,641
148,989
149,985
150,3008
151,31
152,631
153,379
154,2288
155,1010
156,289
157,762
158,405
159,1123
160,1039
161,603
162,931
163,982
164,1465
165,3325
166,3349
167,8024
169,7179
171,2425
172,1075
173,2995
174,979
175,2420
176,2503
177,1301
182,3327
183,2424
187,141
206,337
207,698
208,2963
209,1237
210,466
211,703
212,1194
213,22
214,1035
215,349
216,164
217,1110
218,1148
219,1032
220,677
221,1071
222,399
223,543
225,358
226,355
227,991
228,1181
229,1028
231,2454
234,352
235,1088
236,899
238,2814
239,990
240,11177
241,3884
242,1302
243,988
244,2455
245,3054
247,1211
248,1027
250,1072
251,350
252,1042
253,1060
254,3537
255,1150
256,1045
257,1220
258,3684
259,1074
260,3371
261,986
262,2577
263,3688
264,2262
265,3716
266,2805
267,3820
268,6699
270,3697
271,1031
272,1020
273,1034
276,472
277,1108
278,1244
279,1533
280,714
281,940
282,16795
283,1084
284,150
285,621
287,331
288,1049
289,2448
290,681
291,367
292,3368
293,3709
295,1531
296,3302
297,366
298,237
299,142
300,13222
301,5358
302,11596
304,11000
309,2497
310,2687
311,648
312,12321
313,4032
316,1532
317,11422
319,630
320,2464
327,76
328,5619
329,1058
330,2761
331,1293
332,501
333,687
334,2038
335,239
336,1100
337,2817
338,1274
339,353
340,10217
342,6399
349,3840
366,1435
367,234
368,192
369,499
370,1304
371,468
372,202
373,306
374,798
375,317
376,200
377,1268
378,1090
379,467
380,1269
381,403
382,133
383,642
384,1455
385,132
386,235
387,385
388,384
389,1434
391,1228
392,9715
393,723
394,3892
395,500
396,404
397,1283
398,724
399,17596
400,8817
401,1426
406,8042
407,3189
408,1102
410,6017
411,6251
412,1008
413,2925
417,5411
424,1225
425,7008
426,7315
432,1162
433,40
434,618
435,969
436,855
437,595
438,347
439,415
440,995
441,1082
442,273
443,244
444,1420
445,417
446,2969
448,1158
449,826
451,1421
452,1147
453,1423
454,750
455,1390
456,416
457,4083
459,749
460,252
461,5
463,398
464,800
465,1038
466,410
467,1025
469,6574
470,46
471,430
473,276
474,8970
479,290
480,667
481,1416
482,1161
486,1095
487,1080
488,1160
490,3524
491,3911
493,738
494,10004
503,1103
507,4172
508,4084
510,380
513,3522
525,157
527,3057
529,172
530,1245
531,3508
532,475
533,1184
534,968
535,2861
536,601
537,354
540,80
541,89
542,2
543,10
544,65
545,38
547,48
548,35
550,254
552,2036
554,293
556,91
557,108
558,187
562,81
563,109
566,269
567,30
571,440
572,25
576,66
579,14
582,122
583,170
595,413
600,970
601,875
602,25580
603,6954
604,7831
605,5551
606,8054
607,7006
608,36100
609,8445
611,221
612,614
613,609
614,8718
615,537
616,210
617,2462
618,585
619,1023
620,330
622,679
624,199
625,978
626,10010
627,776
630,6600
