834,廣州
835,滄州雄獅
836,上海海港
837,河南
839,浙江
840,北京國安
843,長春亞泰
844,山東泰山
846,上海申花
847,天津津門虎
851,大連人
941,深圳
943,梅州客家
952,青島海牛
954,江西廬山
1330,東方
1331,理文
1332,標準流浪
1333,大埔
1334,冠忠南區
1335,傑志
1337,港會
6949,黑龍江冰城
8417,晉峰
8592,澳門
8618,香港
11538,南通支雲
18179,深水埗
672127,均業北區
672253,武漢三鎮
672261,廣西平果哈嘹
672272,遼寧瀋陽城市
672277,丹東騰躍
672282,上海嘉定匯龍
672285,蘇州東吳
672291,成都蓉城
672294,四川九牛
698805,南京城市
703931,東莞莞聯
703932,延邊龍鼎
703936,無錫吳鈎
703937,青島西海岸
703939,石家莊功夫
706417,香港U23
936251,濟南興洲
