623,50000710,,
624,50000838,199,
625,50003279,978,
626,50000347,10010,
627,50000841,776,
628,50002477,1134,
629,50000264,15172,
630,50001617,6600,
631,50001239,,
632,50002733,,
633,50000165,2863,
634,50002418,,
635,50002555,8793,
637,50002321,,
640,50002528,10247,
641,50001717,,
642,50000692,2029,
644,50002214,2646,
645,50003322,5677,
646,50002710,,
647,50001971,,
650,50002432,6347,
652,50001723,7411,
653,50002350,1056,
654,50000017,,
655,50001513,1059,
656,50002017,496,
657,50001509,1011,
658,50003001,2843,
659,50000998,1044,
660,50002363,9614,
661,50000026,272,
662,50002842,7945,
663,50001069,1101,
664,50001499,1109,
665,50001438,801,
666,50001768,3654,
667,50001535,699,
668,50001347,4414,
671,50002129,2719,
672,50000582,1092,
673,50271558,,
674,50000931,,
675,50001581,,
676,50003271,10507,
677,50002351,1118,
678,50003275,3622,
679,50001322,7009,
680,50000945,3641,
681,50003119,701,
682,50003034,,
683,50002362,1236,
684,50000178,3625,
685,50000247,,
686,50001940,,
687,50003244,13653,
689,50001864,2294,
690,50002313,2727,
691,50000894,7178,
693,50002135,,
694,50000636,11449,
695,50003074,11831,
696,50000131,12301,
697,50000445,2417,
698,50003203,7097,
699,50003287,1029,
700,50003045,3938,
701,50000943,2402,
702,50001590,1234,
703,50002427,19806,
704,50001866,333,
705,50000481,189,
706,50000359,830,
707,50000817,1070,
708,50001421,1106,
709,50001126,288,
710,50002653,1418,
711,50002716,1775,
712,50003057,14542,
713,50002255,1286,
714,50002721,10511,
715,50000280,10233,
716,50002748,4673,
717,50002565,1444,
718,50002637,209,
719,50002333,7468,
720,50002554,1826,
721,50002749,12454,
722,50000283,14554,
723,50001432,12574,
724,50001576,2063,
725,50000228,1030,
726,50002306,,
727,50000900,,
728,50002722,12709,
730,50285400,,
733,50001235,,
738,50000612,31284,
739,50248471,10885,
741,50328067,5208,
743,50001607,1829,
744,50000706,2154,
745,50000614,,
746,50001595,12179,
747,50000152,12100,
748,50327581,18911,
749,50000617,928,
750,50000398,25184,
751,50000972,,
752,50000157,12672,
754,50312807,19775,
760,50284552,6062,
762,50002724,,
763,50327511,14519,
765,50001128,,
766,50430555,,
795,50000232,,
802,50002571,9664,
816,50000991,,
821,50001171,,
825,50000993,1180,
827,50289786,,
830,50001436,,
834,50001161,10948,
835,,35272,
836,50002816,27190,
837,50001165,9982,
839,50289800,17276,
840,50001148,3176,
841,,36630,
843,50001149,4768,
844,50001185,3182,
845,,18916,
846,50001186,3183,
847,50001190,3187,
851,,33304,
852,50003070,22178,
853,50003085,17832,
854,50001845,593,
855,50001196,943,
856,50002822,1062,
857,50002128,21975,
858,50001550,16032,
859,50001674,672,
860,50001159,13600,
861,50001769,28522,
862,50001217,22171,
863,50001423,23575,
864,50003430,24321,
865,50002061,25765,
866,50000701,1022,
867,50002148,16190,
868,50003086,3734,
869,50001156,20682,
870,50002640,22175,
871,50002621,28730,
872,50001992,23568,
873,50003253,23581,
874,50001732,937,
875,50002324,3935,
876,50002343,7452,
877,50000332,9597,
878,50003082,22179,
879,50002827,8457,
880,50001776,2217,
882,50002542,10301,
883,50002824,,
884,50289775,11411,
886,50003188,,
888,50003072,,
889,50002841,,
890,50001975,434,
891,50002963,257,
893,50003256,163,
894,50001965,2790,
896,50003429,260,
898,50002802,61,
907,50002544,22010,
910,50003423,46710,
913,50002218,8031,
915,50001789,,
919,50003182,28095,
920,50001950,932,
921,50003417,964,
922,50001177,14589,
923,50000080,3725,
924,50002940,232,
925,50000170,,
926,50001203,16704,
927,50000241,3729,
928,50001837,2696,
930,50003220,11127,
932,50002665,2698,
933,50001839,,
934,50002164,,
935,50000994,121,
936,50003095,1186,
940,50002206,1066,
941,50001187,1320,
942,,6450,
943,,38929,梅州客家
944,,36879,
945,,29301,
951,,28377,
952,,8536,青島海牛
953,,27839,
954,,36881,
955,50002115,865,
956,50001990,119,
957,50002423,669,
960,50002403,265,
961,50001885,238,
963,50001212,,
964,50002119,,
965,50001199,5771,
967,50001209,282,
969,50002051,790,
971,50002983,21875,
973,50001760,,
975,50000016,,
976,50000779,1251,
977,50003005,,
978,50001857,,
981,50002959,1189,
982,50002860,540,
983,50000081,10157,
984,50000942,84,
985,50001497,4313,
986,50002285,2778,
989,50002854,,
991,50000467,,
992,50001063,,
994,50002812,,
995,50003416,2573,
996,50002077,,
1002,50003400,3828,
1003,50003221,828,
1004,50002695,22177,
1005,50001338,596,
1006,50001774,2241,
1007,50002729,2697,
1008,50003329,3958,
1009,50003284,6395,
1010,50001191,6631,
1011,50000127,8344,
1012,50001775,6632,
1013,50001779,9598,
1014,50003298,10999,
1015,50002125,56089,
1016,50000255,51663,
1017,50001543,903,
1018,50001024,1519,
1019,50002966,465,
1020,50001260,3455,
1021,50001919,1198,
1025,50002487,7378,
1028,50002732,2423,
1030,50001892,3345,
1032,50003328,7788,
1033,50001222,3329,
1034,50003276,,
1038,50002335,8827,
1043,50001718,11368,
1044,50003167,7124,
1046,50000891,2239,
1047,50003290,607,
1048,50000187,1096,
1050,50002688,247,
1051,50000678,113,
1052,50001474,1755,
1053,50001739,10492,
1055,50001955,,
1056,50001433,3197,
1058,50003098,,
1059,50002682,3690,
1060,50000061,38545,
1061,50316753,30038,
1063,50324991,19634,
1064,50002666,,
1086,50001711,,
1089,50002632,48325,
1090,50002560,33783,
1093,50002849,,
1098,50002371,,
1099,50003388,,
1101,50000014,2441,
1107,50000248,,
1109,50000285,,
1110,50002406,,
1125,50000084,7,
1149,50003407,,
1150,50001025,1270,
1151,50000567,3194,
1152,50001455,3026,
1153,50001021,3023,
1154,50001221,1191,
1155,50001938,1241,
1156,50002550,3001,
1157,50000336,1192,
1158,50002569,2795,
1159,50000154,3020,
1160,50000889,,
1161,50000066,2802,
1162,50002988,3034,
1163,50002551,3031,
1164,50000126,3014,
1165,50000194,3021,
1166,50001032,3024,
1167,50001261,3016,
1168,50002979,3012,
1169,50002450,3032,
1170,50002981,3033,
1171,50002582,35387,
1172,50002999,50658,
1173,50000360,25445,
1174,50002184,21283,
1177,50002483,27092,
1178,50003003,,
1180,50000770,12533,
1182,50000342,25444,
1184,50000739,6759,
1186,50000598,25449,
1199,50001155,12886,
1200,50000181,3015,
1201,50000459,,
1202,50002161,3030,
1203,50000788,2575,
1204,50001070,3028,
1205,50001034,,
1206,50001136,,
1208,50001921,3471,
1210,50001180,,
1211,50003317,5849,
1213,50002852,62,
1215,50002633,144,
1217,50003419,1443,
1219,50003374,,
1220,50002850,759,
1224,50001678,2300,
1225,50002468,324,
1226,50002457,,
1231,50001778,40090,
1233,50000256,,
1257,50001777,,
1270,50002355,,
1274,50002020,6356,
1278,50001767,,
1279,50000162,,
1291,50001031,,
1330,2933,15974,
1331,,61336,理文
1332,,15976,標準流浪
1333,,34329,大埔
1334,,36670,冠忠南區
1335,,15979,傑志
1337,,14413,港會
1346,50003401,34177,
1348,50002679,23548,
1349,50001764,42629,
1350,50002205,25738,
1351,50001673,16005,
1352,50001318,25716,
1353,50319127,42428,
1355,50001319,28753,
1356,50001179,23569,
1357,50001334,20805,
1358,50000474,23580,
1360,50331725,60368,
1362,50000193,53453,
1376,50001860,,
1377,50001247,,
1383,50001757,,
1389,50000030,,
1390,50001026,9202,
1392,50000508,7042,
1394,50000709,,
1395,50001897,13523,
1396,50000826,21688,
1397,50002683,,
1398,50001459,1290,
1399,50002645,11273,
1400,50001107,,
1401,50000334,,
1402,50002428,3166,
1404,50000610,,
1405,50001109,10838,
1406,50002774,,
1408,50000795,,
1412,50001654,,
1413,50001974,,
1414,50000683,,
1416,50003267,,
1417,50002381,4035,
1418,50003076,13353,
1419,50001946,,
1420,50000628,3631,
1421,50000258,8590,
1422,50002540,7633,
1423,50003075,7055,
1424,50003088,1804,
1425,50003299,,
1426,50002740,1403,
1427,50002552,4961,
1428,50002217,1146,
1429,50334217,5623,
1430,50002152,2407,
1431,50001468,6711,
1432,50000902,3711,
1433,50002537,5662,
1434,50000783,4941,
1435,2281,,
1436,50001003,10091,
1437,50003214,23505,
1438,50000257,6709,
1441,50002189,,
1442,50002530,,
1444,50001730,49283,
1446,50003288,18662,
1447,50000844,13354,
1449,50000281,40188,
1450,50002123,44772,
1452,50000693,33203,
1455,50479395,4488,
1454,50002315,30111,
1459,50001130,,
1460,50003127,8442,
1461,50002991,,
1462,50001072,,
1463,50000243,14761,
1464,50003189,9987,
1466,50000197,,
1467,50002577,,
1468,50001899,32682,
1469,50001798,421,
1470,50001714,,
1471,50001310,3837,
1472,50002727,13025,
1473,50001548,,
1475,50001510,4309,
1476,50001560,,
1477,50000589,1057,
1478,50000345,,
1479,50000158,6390,
1480,50001256,,
1482,50001176,49702,
1483,50002661,,
1485,50001791,3719,
1486,50001219,1124,
1488,50002823,2374,
1489,50000328,,
1490,50003397,3714,
1493,50000356,2741,
1495,50002372,41231,
1496,50003338,6432,
1497,50003151,,
1504,50001790,,
1509,,11979,
1513,50003049,6731,
1514,50001922,4131,
1516,50003351,,
1523,50002583,3692,
1524,50001758,23184,
1528,,14104,
1531,50002957,,
1532,50002439,14105,
1538,50000196,,
1539,50000355,49425,
1635,50002385,23371,
1644,50331728,23370,
1677,50002055,,
1679,50002332,,
1681,50003425,10690,
1686,50002080,,
1699,50001797,,
1718,50331719,53646,
1721,50002677,60551,
1823,50001507,,
1825,50001039,,
1826,50003375,,
1827,50003006,3052,
1828,50001998,,
1829,50001999,7047,
1830,50001037,10391,
1831,50000018,,
1832,50001344,,
1833,50000399,6168,
1834,50002867,,
1835,50000581,8981,
1836,50000130,3717,
1837,50003382,1112,
1838,50000737,,
1839,50001012,,
1840,50000497,,
1841,50001488,,
1843,50002893,,
1844,50000517,,
1847,50000159,,
1848,50003357,,
1849,50000135,3721,
1850,50000935,,
1853,50003050,3539,
1856,50001539,,
1859,50001953,,
1863,50001503,447,
1864,50002358,327,
1868,50002562,,
1881,50462431,,
1933,50003335,,
1937,50000910,6621,
1939,50462481,,
1941,50002312,,
1942,50331734,4645,
1950,50289772,3137,
1969,50001437,,
1970,50002199,710,
1976,50001801,433,
1991,50002187,,
1992,50331722,26985,
2010,50002942,365,
2011,50001981,7087,
2049,50000842,,
2050,50000484,,
2051,50000983,920,
2053,50001017,,
2056,50002814,3258,
2061,50002820,3909,
2068,50001426,,
2073,50001427,,
2074,50000794,,
2075,50462472,,
2077,50002486,,
2079,50001871,3461,
2096,,38382,
2099,50001428,,
2102,50001780,15305,
2116,50000830,22499,
2117,50000363,,
2118,50000353,27843,
2119,50000045,,
2120,50002257,,
2126,50002628,,
2131,50000266,95873,
2132,50000967,,
2133,50001596,11648,
2135,50002345,6984,
2136,50002117,2350,
2137,50001593,10093,
2139,50397930,6495,
2140,50000962,10503,
2141,50000167,2352,
2142,50000277,8172,
2143,50000975,,
2144,50002426,,
2146,50319126,22902,
2147,50002636,20590,
2149,50001856,,
2150,50001679,,
2161,50268767,9811,
2181,50000913,19027,
2182,50002717,19280,
2183,50000186,17222,
2184,50000961,13554,
2185,50002737,2723,
2186,50000291,6363,
2187,50001139,7020,
2188,50000796,2433,
2189,50003212,1037,
2190,50003198,4321,
2191,50002311,11470,
2192,50001621,18076,
2193,50002394,6536,
2194,50003210,3277,
2195,50001567,6368,
2196,50003213,5622,
2197,50000791,17482,
2198,50002718,23162,
2199,50003199,20514,
2200,50000395,32073,
2201,50000974,14723,
2202,50000790,9103,
2203,50002576,18720,
2204,50001582,,
2205,50001994,13394,
2206,50000963,,
2207,50000834,20694,
2208,50002736,13337,
2209,50001859,5747,
2210,50000835,11004,
2211,50002538,11657,
2212,50003202,15952,
2213,50331022,14604,
2214,50002215,,
2216,50288881,20683,
2217,50000960,12949,
2223,50331021,39607,
2225,50331024,61808,
2226,50331026,20748,
2228,50331023,25689,
2235,50331025,26697,
2240,50332066,77217,
2256,50002203,23171,
2257,50003069,5570,
2258,50002947,,
2260,50002353,6985,
2261,50001467,,
2262,50000476,8056,
2263,50002608,,
2264,50406271,17314,
2265,50003373,4862,
2267,50000486,6878,
2270,50000296,12621,
2276,50000161,42208,
2282,50319121,92977,
2290,50002663,,
2312,50297619,4554,
2314,50002384,3037,
2320,50001479,,
2326,50003122,,
2330,50001884,1005,
2332,50002481,,
2335,50000198,,
2343,50000846,4031,
2350,50297617,4097,
2354,50306682,5621,
2356,50002163,2919,
2358,50347119,4159,
2363,50347120,2581,
2365,50002076,,
2370,50001967,,
2376,50002431,,
2378,50483002,,
2390,50001988,,
2391,50000429,3793,
2393,3145,,
2396,50001989,3785,
2399,50001987,1064,
2400,50000478,,
2402,50001519,,
2426,50002856,,
2428,50002861,,
2430,50001676,,
2431,50002835,,
2432,50000364,377,
2434,50289776,715,
2435,50001206,5546,
2436,50003059,,
2484,50001514,,
2486,50001495,,
2490,50000357,,
2493,50001253,,
2516,50000023,678,
2517,50000583,206,
2519,50002868,,
2520,50001564,,
2521,50002574,,
2522,50002836,1177,
2525,50001977,,
2526,50003307,,
2527,50001115,,
2530,50003386,6603,
2539,50002134,,
2567,50000700,520,
2568,50000427,41274,
2570,50000021,,
2572,50003201,3948,
2573,50001954,5026,
2574,50000037,,
2575,50307904,3225,
2576,50002559,2715,
2578,50266844,,
2583,50307902,2974,
2588,50282103,,
2589,50000503,17964,
2591,50000637,18545,
2592,50000909,28022,
2594,50000787,,
2595,50282101,,
2596,,8433,
2597,50003404,16869,
2598,50000504,9030,
2601,50001265,10870,
2603,50000690,,
2605,50282104,,
2609,50000521,,
2614,50002529,,
2630,50002615,,
2636,50001672,4773,
2637,50327513,14390,
2639,50003387,,
2661,50001731,,
2662,50002347,27214,
2668,50002190,,
2673,50000480,,
2675,50001489,,
2677,50002743,16439,
2680,50282100,33003,
2681,50000615,,
2692,50002625,,
2694,50001337,,
2709,50000616,,
2712,50002305,37474,
2713,50000674,,
2714,50001236,15882,
2715,50002635,,
2716,50000062,45176,
2717,50002052,,
2720,50002429,,
2721,50002127,3876,
2729,50397924,32037,
2734,50002738,7478,
2741,50397923,15047,
2747,50001615,308,
2761,50000116,6478,
2762,50000980,4720,
2767,50001538,2677,
2770,50002741,,
2772,50000685,,
2773,50000013,,
2799,50003217,6593,
2802,50002949,,
2803,50000335,,
2804,50002952,1450,
2805,50000973,,
2807,50001729,,
2808,50002070,2734,
2810,50000822,,
2811,50000150,184,
2812,50001568,21655,
2814,50003193,6889,
2816,50000775,2729,
2841,50003130,,
2842,50002082,42918,
2843,50002142,14596,
2845,50000676,531,
2846,50000970,26468,
2847,50000981,13297,
2848,50000675,14682,
2851,50000191,,
2852,50003427,,
2853,50000965,,
2854,50000284,,
2855,50316575,22918,
2856,50000971,,
2859,50001127,,
2862,50001943,,
2879,50000047,45193,
2882,50397931,43146,
2903,50271557,,
2907,50002728,,
2908,50271181,5965,
2911,50003281,5202,
2912,50001580,3363,
2917,50349548,2005,
2930,50003126,,
3040,50001106,,
3041,50289782,63993,
3117,50000406,,
3118,50264287,,
3119,50000771,,
3121,50001036,,
3122,50000827,,
3124,50001523,12020,
3125,50001335,,
3126,50000501,,
3129,50003368,,
3132,50000514,,
3134,50000469,,
3137,50001430,,
3139,50002368,,
3141,50002707,34888,
3142,50000933,,
3143,50002985,1098,
3144,50003355,4117,
3153,50265823,,
3156,50002974,,
3172,50000477,,
3176,50001546,,
3183,50000466,,
3186,50002855,11310,
3190,50002081,,
3191,50001788,3825,
3193,50003367,,
3195,50002987,,
3201,50262455,,
3214,50262456,,
3218,50265822,,
3227,50003350,,
3231,50002053,,
3239,50001524,,
3240,50000653,,
3241,50001442,,
3255,50002430,,
3274,50000234,,
3280,50001018,,
3283,50000020,,
3288,50002731,,
3291,50003165,,
3542,50000494,3900,
3599,50000505,2531,
3604,50000642,,
3605,50001902,156,
3606,50001951,,
3607,50000458,,
3611,50000736,,
3734,50000229,10586,
3735,50000015,2156,
3736,50000189,,
3738,50000183,,
3741,50002344,829,
3743,50331717,45457,
3766,50003184,,
3770,50003277,,
3772,50002389,12763,
3773,50002541,37169,
3803,50000568,3737,
3809,50003265,1033,
3810,50003318,5849,
3811,50289792,1839,
3815,50001785,,
3831,50001343,21459,
3832,50001710,19684,
3833,50001183,6500,
3834,50000927,6504,
3835,50002469,311,
3836,50003190,3535,
3837,50001712,6502,
3838,50001713,6503,
3839,50001420,6505,
3840,50001589,2996,
3841,50001491,30925,
3842,50003007,3301,
3843,50003008,31622,
3844,50002795,3610,
3845,50000928,6499,
3846,50000607,2582,
3847,50001493,16696,
3848,50001145,38898,
3849,50282151,78388,
3850,50281602,46292,
3852,50000590,35759,
3855,50002972,1777,
3857,50003118,26958,
3858,50001916,,
3859,50001440,,
3863,50000456,28334,
3865,50002768,,
3866,50267909,26863,
3867,50267915,,
3871,50002147,,
3872,50314563,17130,
3874,50002058,1165,
3877,50003405,,
3878,50000717,,
3879,50001250,17442,
3880,50003108,,
3881,50003325,18633,
3883,50000239,,
3888,50003332,,
3891,50003052,,
3894,50002701,,
3897,50000182,30204,
3906,50001879,1164,
3912,50002652,,
3913,50002185,,
3917,50003352,,
3918,50003339,,
3926,50000287,,
3928,50002180,,
3930,50002751,,
3937,50000735,,
3939,50003303,,
3941,50000672,895,
3943,50282194,57434,
3945,50001172,33104,
3946,50281568,34970,
3948,50281565,,
3949,50000929,,
3950,50322930,32051,
3952,50322931,,
3953,50281567,,
3956,50000987,11914,
3960,50002535,12346,
3965,50331727,21835,
3972,50289774,9284,
3983,50325828,11228,
3985,50001605,39148,
3986,50002539,17759,
3988,50002246,,
3992,50003046,23565,
3999,50001547,,
4003,50001214,,
4004,50289801,20903,
4006,50001516,24971,
4019,50334366,13950,
4020,50003315,,
4050,50000782,,
4056,50001119,3342,
4093,50000106,4630,
4095,50003192,10920,
4096,50000087,26091,
4097,50000086,1230,
4098,50000092,6297,
4099,50334371,5381,
4100,50456853,19585,
4101,50334368,965,
4102,50000103,3229,
4103,50000105,656,
4104,50334370,3612,
4105,50289795,13509,
4106,50334372,34694,
4108,50001064,,
4112,50334369,10775,
4319,50001855,9855,
4321,50001597,19309,
4322,50000371,3523,
4323,50001985,,
4324,50000946,19304,
4325,50000969,8781,
4326,50001073,4561,
4327,50001065,1143,
4328,50003211,17584,
4330,50002191,25576,
4331,50000288,6362,
4340,50319122,19104,
4350,50002157,2403,
4351,50002464,,
4354,50002566,14758,
4355,50002572,,
4356,50000932,1306,
4357,50002154,10663,
4358,50002435,861,
4359,50002155,866,
